ID,VAPID,LandmkName,Address,City,State,Zip,Phone,URL,X,Y,LOC,LastCheck,PlaceType,SrcTyp,Src,FIPScode,FIPSname
3226,5.1061E+13,Grace Miller Elementary School,6248 Catlett Rd,Bealeton,VA,22712,540-422-7590,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.76263496,38.58698951,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51061,Fauquier County
3227,5.1061E+13,Greenville Elementary School,7389 Academic Avenue,Nokesville,VA,20181,540-422-7570,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.67536662,38.72948289,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51061,Fauquier County
3228,5.1061E+13,H.M. Pearson Elementary School,9347 Bastable Mill Rd,Catlett,VA,20119,540-788-9071,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.67713327,38.64889758,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51061,Fauquier County
3229,5.1061E+13,James G. Brumfield Elementary School,550 Alwington Blvd,Warrenton,VA,20186,540-347-6180,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.79415438,38.70047625,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51061,Fauquier County
3230,5.1061E+13,Kettle Run High School,7403 Academic Avenue,Nokesville,VA,20181,540-422-7330,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.68104293,38.73245399,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51061,Fauquier County
3231,5.1061E+13,Liberty High School,6300 Independence Ave,Bealeton,VA,22712,540-422-7360,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.76573321,38.58925335,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51061,Fauquier County
3232,5.1061E+13,Local or Regional Jail School,4484 Catlett Road,Midland,VA,22728,540-428-1120,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.69160197,38.62393271,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Combined,DOE,51061,Fauquier County
3233,5.1061E+13,Margaret M. Pierce Elementary School,12074 James Madison St,Remington,VA,22734,540-422-7630,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.80663574,38.53842074,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51061,Fauquier County
3234,5.1061E+13,Marshall Middle School,4048 Zulla Road,The Plains,VA,20198,540-422-7470,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.81748431,38.87339782,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51061,Fauquier County
3235,5.1061E+13,Mary Walter Elementary School,4529 Morrisville Road,Bealeton,VA,22712,540-439-3279,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.70258579,38.5025977,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51061,Fauquier County
3236,5.1061E+13,P.B. Smith Elementary School,6176 Dumfries Rd,Warrenton,VA,20187,540-347-6150,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.76137607,38.73673169,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51061,Fauquier County
3237,5.1061E+13,W.C. Taylor Middle School,350 E Shirley Ave,Warrenton,VA,20186,540-347-6140,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.79197073,38.70217373,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51061,Fauquier County
3238,5.1061E+13,W.G. Coleman Elementary School,PO Box 68,Marshall,VA,20116,540-364-1515,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.81847251,38.87093356,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51061,Fauquier County
3239,5.1061E+13,Warrenton Middle School,244 Waterloo St,Warrenton,VA,20186,540-347-6160,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.80311507,38.71610816,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51061,Fauquier County
3240,5.1063E+13,Check Elementary School,PO Box 8,Check,VA,24072,540-745-9464,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-80.16429629,37.03482311,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51063,Floyd County
3241,5.1063E+13,Floyd County High School,721 Baker St. SE,Floyd,VA,24091,540-745-9450,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-80.30812371,36.9090028,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51063,Floyd County
3242,5.1063E+13,Floyd Elementary School,531 Oak Hill Drive SE,Floyd,VA,24091,540-745-9440,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-80.30786069,36.9105612,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51063,Floyd County
3243,5.1063E+13,Indian Valley Elementary School,4130 Indian Valley Rd NW,Radford,VA,24141,540-745-9420,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-80.53920598,36.9165329,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51063,Floyd County
3244,5.1063E+13,Willis Elementary School,5075 Floyd Hwy S,Willis,VA,24380,540-745-9430,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-80.46639228,36.8636218,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51063,Floyd County
3245,5.1065E+13,Carysbrook Elementary School,9172 James Madison Highway,Fork Union,VA,23055,434-842-1241,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.24405085,37.81351951,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51065,Fluvanna County
3246,5.1065E+13,Central Elementary School,3340 Central Plains Road,Palmyra,VA,22963,434-589-8318,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.27749019,37.82306103,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51065,Fluvanna County
3247,5.1065E+13,Fluvanna County High School,1918 Thomas Jefferson Parkway,Palmyra,VA,22963,434-589-3666,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.29859869,37.87220436,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51065,Fluvanna County
3248,5.1065E+13,Fluvanna Middle School,3717 Central Plains Road,Palmyra,VA,22963,434-510-1000,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.27450959,37.82448445,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51065,Fluvanna County
3249,5.1065E+13,West Central Primary School,3340 Central Plains Road,Palmyra,VA,22963,434-510-1016,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.27749019,37.82306103,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51065,Fluvanna County
3250,5.162E+13,Franklin High School,310 Crescent Drive,Franklin,VA,23851,757-562-5187,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.94811437,36.6916273,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51620,Franklin City
3251,5.162E+13,Joseph P. King Jr. Middle School,501 Charles Street,Franklin,VA,23851,757-562-4631,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.9276367,36.67576162,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51620,Franklin City
3252,5.162E+13,S.P. Morton Elementary School,300 Morton Street,Franklin,VA,23851,757-562-5458,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.92522865,36.66321418,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51620,Franklin City
3253,5.1067E+13,Benjamin Franklin Middle School,225 Middle School Road,Rocky Mount,VA,24151,540-483-5105,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.88472128,37.0177779,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51067,Franklin County
3254,5.1067E+13,Boones Mill Elementary School,265 Taylors Rd,Boones Mill,VA,24065,540-334-4000,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.9294264,37.09064385,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51067,Franklin County
3255,5.1067E+13,Burnt Chimney Elementary School,80 Burnt Chimney Road,Wirtz,VA,24184,540-721-2936,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.8162954,37.10135119,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51067,Franklin County
3256,5.1067E+13,Callaway Elementary School,8451 Callaway Rd,Callaway,VA,24067,540-483-0364,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-80.04758779,37.01181907,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51067,Franklin County
3257,5.1067E+13,Dudley Elementary School,7250 Brooks Mill Rd,Wirtz,VA,24184,540-721-2621,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.75007283,37.079173,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51067,Franklin County
3258,5.1067E+13,Ferrum Elementary School,660 Ferrum School Rd,Ferrum,VA,24088,540-365-7194,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-80.02704648,36.92289811,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51067,Franklin County
3259,5.1067E+13,Franklin County High School,700 Tanyard Rd,Rocky Mount,VA,24151,540-483-0221,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.87837436,37.00452933,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51067,Franklin County
3260,5.1067E+13,Franklin County High-Ramsey School,700 Tanyard Road,Rocky Mount,VA,24151,540-483-0221,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.87837436,37.00452933,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51067,Franklin County
3261,5.1067E+13,Glade Hill Elementary School,8081 Old Franklin Turnpike,Glade Hill,VA,24092,540-576-3010,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.74853697,36.98752096,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51067,Franklin County
3262,5.1067E+13,Henry Elementary School,200 Henry School Rd,Henry,VA,24102,540-483-5676,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.9285862,36.84899528,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51067,Franklin County
3263,5.1067E+13,Lee M. Waid Elementary School,540 E Court Street,Rocky Mount,VA,24151,540-483-5736,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.87904577,36.9955289,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51067,Franklin County
3264,5.1067E+13,Local or Regional Jail School,25 Bernard Road,Rocky Mount,VA,24151,540-483-0280,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.87033937,37.01505765,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Combined,DOE,51067,Franklin County
3265,5.1067E+13,Rocky Mount Elementary School,555 School Board Rd,Rocky Mount,VA,24151,540-483-5040,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.86542427,37.01970039,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51067,Franklin County
3266,5.1067E+13,Snow Creek Elementary School,5393 Snow Creek Rd,Penhook,VA,24137,540-483-5599,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.75472631,36.83384746,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51067,Franklin County
3267,5.1067E+13,Sontag Elementary School,3101 Sontag Rd,Rocky Mount,VA,24151,540-483-5667,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.84040597,36.92692072,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51067,Franklin County
3268,5.1067E+13,Windy Gap Elementary School,465 Truman Hill Road,Hardy,VA,24101,540-719-2809,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.8662844,37.16891383,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51067,Franklin County
3269,5.1069E+13,Admiral Richard E. Byrd Middle School,134 Rosa Lane,Winchester,VA,22602,540-662-0500,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.14901029,39.12450541,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51069,Frederick County
3270,5.1069E+13,Apple Pie Ridge Elementary School,349 Apple Pie Ridge Rd,Winchester,VA,22603,540-662-4781,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.17970314,39.21483188,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51069,Frederick County
3271,5.1069E+13,Armel Elementary School,2239 Front Royal Pike,Winchester,VA,22602,540-869-1657,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.15612431,39.10250097,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51069,Frederick County
3272,5.1069E+13,Bass-Hoover Elementary School,471 Aylor Road,Stephens City,VA,22655,540-869-4700,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.19873634,39.09303954,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51069,Frederick County
3273,5.1069E+13,Dowell J. Howard School School,156 Dowell J Circle,Winchester,VA,22602,540-662-8997,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.13416267,39.18232064,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51069,Frederick County
3274,5.1069E+13,Evendale Elementary School,220 Rosa Lane,Winchester,VA,22602,540-662-0531,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.14613773,39.12634704,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51069,Frederick County
3275,5.1069E+13,Frederick County Middle School,4661 North Frederick Pike,Winchester,VA,22603,540-667-4233,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.25110488,39.26881075,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51069,Frederick County
3276,5.1069E+13,Gainesboro Elementary School,4651 N Frederick Pike,Winchester,VA,22603,540-888-4550,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.24766447,39.26949441,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51069,Frederick County
3277,5.1069E+13,Greenwood Mill Elementary School,281 Channing Drive,Winchester,VA,22602,540-667-7863,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.1058525,39.16997199,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51069,Frederick County
3278,5.1069E+13,Indian Hollow Elementary School,1548 North Hayfield Rd,Winchester,VA,22603,540-877-2283,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.28759146,39.24070458,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51069,Frederick County
3279,5.1069E+13,James Wood High School,161 Apple Pie Ridge Rd,Winchester,VA,22603,540-667-5226,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.18240369,39.21429941,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51069,Frederick County
3280,5.184E+13,James Wood Middle School,1313 Amherst Street,Winchester,VA,22601,540-667-7500,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.18471033,39.18971971,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51840,Winchester City
3281,5.1069E+13,Jordan Springs Elementary School,315 Flyfoot Dr,Stephenson,VA,22656,540-662-3888,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.10240482,39.22853885,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51069,Frederick County
3282,5.1069E+13,Local or Regional Jail School,141 Fort Collier Road,Winchester,VA,22601,540-662-3889,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.14444103,39.1984636,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Combined,DOE,51069,Frederick County
3283,5.1069E+13,Middletown Elementary School,190 Mustang Ln,Middletown,VA,22645,540-869-4615,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.25983731,39.03911708,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51069,Frederick County
3284,5.1069E+13,Millbrook High School,251 First Woods Dr.,Winchester,VA,22603,540-545-2800,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.11532816,39.19141432,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51069,Frederick County
3285,5.1069E+13,Orchard View Elementary School,4275 Middle Rd,Winchester,VA,22602,540-869-8642,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.23767001,39.12516342,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51069,Frederick County
3286,5.1069E+13,Redbud Run Elementary School,250 First Woods Dr,Winchester,VA,22603,540-678-1868,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.11282623,39.19070121,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51069,Frederick County
3287,5.1069E+13,Robert E. Aylor Middle School,471 White Oak Road,White Post,VA,22663,540-869-3736,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.16787929,39.08378076,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51069,Frederick County
3288,5.1069E+13,Sherando High School,185 South Warrior Drive,Stephens City,VA,22655,540-869-0060,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.1938139,39.07533043,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51069,Frederick County
3289,5.1069E+13,Stonewall Elementary School,3165 Martinsburg Pike,Clear Brook,VA,22624,540-662-2289,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.10282169,39.24978372,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51069,Frederick County
3290,5.163E+13,Hugh Mercer Elementary School,2100 Cowan Blvd,Fredericksburg,VA,22401,540-372-1115,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.4868024,38.30269765,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51630,Fredericksburg City
3291,5.163E+13,James Monroe High School,2300 Washington Ave,Fredericksburg,VA,22401,540-372-1100,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.47518639,38.31125165,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51630,Fredericksburg City
3292,5.163E+13,Lafayette Elementary School,3 Learning Lane,Fredericksburg,VA,22401,540-310-0029,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.4903544,38.27532764,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51630,Fredericksburg City
3293,5.163E+13,Walker-Grant Early Childhood Center School,210 Ferdinand Street,Fredericksburg,VA,22401,540-372-1065,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.45853065,38.29388447,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51630,Fredericksburg City
3294,5.163E+13,Walker-Grant Middle School,1 Learning Lane,Fredericksburg,VA,22401,540-372-1145,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.4865484,38.27464964,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51630,Fredericksburg City
3295,5.164E+13,Galax Elementary School,300 McArthur Street,Galax,VA,24333,276-236-6159,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-80.92502636,36.65849189,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51640,Galax City
3296,5.164E+13,Galax High School,200 Maroon Tide Dr,Galax,VA,24333,276-236-2991,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-80.92509237,36.65431705,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51640,Galax City
3297,5.164E+13,Galax Middle School,202 Maroon Tide Dr,Galax,VA,24333,276-236-6124,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-80.92323693,36.65472087,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51640,Galax City
3298,5.1071E+13,Eastern Elementary/Middle School,6899 Virginia Ave,Pembroke,VA,24136,540-626-7281,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-80.580254,37.31382177,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51071,Giles County
3299,5.1071E+13,Giles County Tech. Center School,1827 Wenonah Avenue,Pearisburg,VA,24134,540-921-1166,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-80.70448735,37.32778829,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51071,Giles County
3300,5.1071E+13,Giles High School,1825 Wenonah Avenue,Pearisburg,VA,24134,540-921-1711,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-80.70448735,37.32778829,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51071,Giles County
3301,5.1071E+13,Macy Mcclaugherty Elementary/Middle School,1001 Henson Ave,Pearisburg,VA,24134,540-921-1363,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-80.72812345,37.32486431,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51071,Giles County
3302,5.1071E+13,Narrows Elementary/Middle School,401 Wolf St,Narrows,VA,24124,540-726-2391,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-80.81325577,37.32681996,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51071,Giles County
3303,5.1071E+13,Narrows High School,1 Green Wave Lane,Narrows,VA,24124,540-726-2384,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-80.80428683,37.33769291,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51071,Giles County
3304,5.1073E+13,Abingdon Elementary School,7087 Powhatan Drive,Hayes,VA,23072,804-642-9885,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.51348879,37.29176447,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51073,Gloucester County
3305,5.1073E+13,Achilles Elementary School,9306 Guinea Road,Hayes,VA,23072,804-642-9140,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.44205095,37.27839224,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51073,Gloucester County
3306,5.1073E+13,Bethel Elementary School,2991 Hickory Fork Rd,Gloucester,VA,23061,804-693-2360,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.60560824,37.4106839,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51073,Gloucester County
3307,5.1073E+13,Botetourt Elementary School,6361 Main Street,Gloucester,VA,23061,804-693-2151,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.5341006,37.41674618,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51073,Gloucester County
3308,5.1073E+13,Gloucester & Mathews Counties Gov's Health Sciences Academy School,6099 T.C. Walker Road,Gloucester,VA,23061,804-693-7910,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.5085828,37.37906033,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51073,Gloucester County
3309,5.1073E+13,Gloucester High School,6680 Short Lane,Gloucester,VA,23061,804-693-2526,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.52518733,37.38172312,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51073,Gloucester County
3310,5.1073E+13,Local or Regional Jail School,6506 Main St,Gloucester,VA,23061,804-642-9492,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.5298479,37.41444252,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Combined,DOE,51073,Gloucester County
3311,5.1073E+13,Page Middle School,5198 TC Walker Rd,Gloucester,VA,23061,804-693-2540,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.52135598,37.36261295,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51073,Gloucester County
3312,5.1073E+13,Peasley Middle School,2885 Hickory Fork Road,Gloucester,VA,23061,804-693-1499,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.60758037,37.41329632,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51073,Gloucester County
3313,5.1073E+13,Petsworth Elementary School,10658 Geo Washington Mem Hwy,Gloucester,VA,23061,804-693-6161,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.60477496,37.46198539,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51073,Gloucester County
3314,5.1075E+13,Byrd Elementary School,2704 Hadensville Fife Rd,Goochland,VA,23063,804-556-5380,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.05721993,37.75741772,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51075,Goochland County
3315,5.1075E+13,Early Childhood Dev. Ctr Feeding Site School,3150 River Road West,Goochland,VA,23063,804-556-5631,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.8901613,37.69593441,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51075,Goochland County
3316,5.1075E+13,Goochland Elementary School,3150 River Road W,Goochland,VA,23063,804-556-5321,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.8901613,37.69593441,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51075,Goochland County
3317,5.1075E+13,Goochland High School,3250A River Road W,Goochland,VA,23063,804-556-5322,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.89689139,37.70004143,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51075,Goochland County
3318,5.1075E+13,Goochland Middle School,3250B River Road W,Goochland,VA,23063,804-556-5320,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.89668873,37.69966479,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51075,Goochland County
